text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
"I spend a lot of time in airports & airplanes; dealing w/ the good & bad of airlines & their employees. I can deal with almost anything BUT incompetence & rudeness. @AmericanAir is the worse, especially the agent today at gate 40, which pushed me to say this. #AmericanAirlines",I spend lot time airports airplanes dealing w good bad airlines employees I deal almost anything BUT incompetence rudeness worse especially agent today gate pushed say AmericanAirlines,1,25,2,1,46,1,0,0,1,13, I spend lot time airports airplanes dealing w good bad airlines employees I deal almost anything BUT incompetence rudeness worse especially agent today gate pushed say American Airlines
This makes no sense @AmericanAir . We are losing over 174 people a day to overdoses in the US. How is Naloxone going to save someone’s life if it’s not accessible? Do your research. https:// twitter.com/ryanforrecover y/status/982637731460231168 …,This makes sense We losing people day overdoses US How Naloxone going save someone life accessible Do research https twitter com ryanforrecover status,1,20,1,0,37,1,0,0,0,11, This makes sense We losing people day overdoses US How Alone going save someone life accessible Do research HTTP twitter com irrecoverably status
"Then why was it demanded to be checked on an ATL —> MSP yesterday. YOUR flight attendants made a huge scene, all documented, demanding it be checked or they were removing the passenger from the plane. Book-bag of lifesaving naloxone that must not go below certain temp. ???????",Then demanded checked ATL MSP yesterday YOUR flight attendants made huge scene documented demanding checked removing passenger plane Book bag lifesaving naloxone must go certain temp,3,24,0,0,48,1,0,0,0,8, Then demanded checked ALT MAP yesterday YOUR flight attendants made huge scene documented demanding checked removing passenger plane Book bag lifesaving alone must go certain temp
"I’m disgusted with @AmericanAir - @Surgeon_General issued an advisory urging EXPANSION of access to #naloxone , however @AmericanAir is not allowing passengers to carry on plane, demanding it be checked, not allowed in cabin. Shame on you @AmericanAir . RT b/c this is NOT OK.",I disgusted issued advisory urging EXPANSION access naloxone however allowing passengers carry plane demanding checked allowed cabin Shame RT b c NOT OK,4,26,2,0,43,1,0,0,1,14, I disgusted issued advisory urging EXPANSION access alone however allowing passengers carry plane demanding checked allowed cabin Shame RT b c NOT OK
Followed ALL!! Happy #ff you guys from #CapeTown !! #travel #wanderlust #southafrica pic.twitter.com/x1rrImVDtL,Followed ALL Happy ff guys CapeTown travel wanderlust southafrica pic twitter com x rrImVDtL,1,13,0,1,12,1,0,0,5,8, Followed ALL Happy ff guys Cape Town travel wanderlust Southampton pic twitter com x merriment
"Thanks, @AmericanAir , for keeping me on my toes on a Friday evening. https:// twitter.com/skift/status/9 82412250035048448 …",Thanks keeping toes Friday evening https twitter com skift status,0,11,0,0,17,1,0,0,0,7, Thanks keeping toes Friday evening HTTP twitter com skit status
". @AmericanAir said will order 47 of @Boeing 's 787 Dreamliner commercial planes, more than doubling the carrier's fleet of the wide-body jets http:// bit.ly/2EqCR26 #chsnews #scnews pic.twitter.com/0zIYlPYmHK",said order Dreamliner commercial planes doubling carrier fleet wide body jets http bit ly EqCR chsnews scnews pic twitter com zIYlPYmHK,0,23,0,0,28,1,0,0,2,12, said order Dream liner commercial planes doubling carrier fleet wide body jets HTTP bit l Ecru chewiness sinews pic twitter com 
Huge news for @AmericanAir and a big win for @BoeingAirplanes !! https:// twitter.com/BoeingAirplane s/status/982387570314305536 …,Huge news big win https twitter com BoeingAirplane status,0,11,0,1,14,1,0,0,0,7, Huge news big win HTTP twitter com Boeing Airplane status
"With its latest order, @AmericanAir will become one of the largest Dreamliner operators. http:// bit.ly/2HknyuZ pic.twitter.com/3oiwKBm2vn",With latest order become one largest Dreamliner operators http bit ly HknyuZ pic twitter com oiwKBm vn,0,17,0,0,16,1,0,0,0,6, With latest order become one largest Dream liner operators HTTP bit l  pic twitter com  vb
THANK YOU @AmericanAir for your continued confidence in the game-changing 787 #Dreamliner . Looking forward to building on our 82-year partnership! https:// twitter.com/boeingairplane s/status/982387570314305536 …,THANK YOU continued confidence game changing Dreamliner Looking forward building year partnership https twitter com boeingairplane status,2,17,0,2,23,1,0,0,1,10, THANK YOU continued confidence game changing Dream liner Looking forward building year partnership HTTP twitter com interplanetary status
"Score: @Boeing 47, @Airbus 0, as @AmericanAir opts to add more 787s to its fleet & cancels A350 order previously placed by USAirways. A logicAAl decision. #airline #aircraft #aviation http:// news.aa.com/press-releases /press-release-details/2018/American-Airlines-Expands-Boeing-787-Fleet/ …",Score opts add fleet cancels A order previously placed USAirways A logicAAl decision airline aircraft aviation http news aa com press releases press release details American Airlines Expands Boeing Fleet,0,31,0,0,33,1,0,0,3,16, Score opts add fleet cancels A order previously placed Us Airways A logical decision airline aircraft aviation HTTP news AA com press releases press release details American Airlines Expands Boeing Fleet
". @AmericanAir has officially announced an order for 47 @BoeingAirplanes 787 Dreamliner aircraft, including the 787-8 and 787-9 variants. The airline is also cutting its order with Airbus for 22 A350 aircraft.",officially announced order Dreamliner aircraft including variants The airline also cutting order Airbus A aircraft,0,15,0,0,32,1,0,0,0,8, officially announced order Dream liner aircraft including variants The airline also cutting order Airbus A aircraft
"Fine print in @AmericanAir release, 40 737 Max deferred to unannounced reschedule",Fine print release Max deferred unannounced reschedule,0,8,0,1,11,1,0,0,0,2, Fine print release Max deferred unannounced reschedule
New: @Boeing announce large order by @AmericanAir for more new long haul jets: • 22 x 787-8 Dreamliner • 25 x 787-9s Dreamliner pic.twitter.com/ingKgHVR7r,New announce large order new long haul jets x Dreamliner x Dreamliner pic twitter com ingKgHVR r,0,19,0,0,24,1,0,0,0,9, New announce large order new long haul jets x Dream liner x Dream liner pic twitter com infighting r
Confirmed! Excited to announce @AmericanAir has ordered 47 #Boeing 787 Dreamliners to become the largest #Dreamliner customer in the Western Hemisphere! http:// bit.ly/AA787Dreamliner pic.twitter.com/jhN013c1J1,Confirmed Excited announce ordered Boeing Dreamliners become largest Dreamliner customer Western Hemisphere http bit ly AA Dreamliner pic twitter com jhN c J,1,24,0,1,23,1,0,0,2,8, Confirmed Excited announce ordered Boeing Dream liners become largest Dream liner customer Western Hemisphere HTTP bit l AA Dream liner pic twitter com john c J
It's official. @AmericanAir has ordered 47 @BoeingAirplanes 787. 22 -8 and 25-9. The -8 will replace the 767s while the -9 will replace A330-300s and older 777-200s. The order for 22 @Airbus A350s is officially canceled. pic.twitter.com/DLSlXQkNZG,It official ordered The replace replace A older The order A officially canceled pic twitter com DLSlXQkNZG,0,15,0,0,37,1,0,0,0,14, It official ordered The replace replace A older The order A officially canceled pic twitter com 
Fairly credible rumors on @airliners_net that @AmericanAir has placed an order for 47 additional 787s. It was apparently briefly on the @BoeingAirplanes site before vanishing h/t @xJonNYC http://www. airliners.net/forum/viewtopi c.php?f=3&t=1390913 … pic.twitter.com/ul8yFJvGnv,Fairly credible rumors placed order additional It apparently briefly site vanishing h http www airliners net forum viewtopi c php f pic twitter com ul yFJvGnv,0,30,1,2,29,1,0,0,0,11, Fairly credible rumors placed order additional It apparently briefly site vanishing h HTTP WWW airliners net forum view topi c pp f pic twitter com UL 
Hello @TheMasters . How about an exclusive partnership with @delta (who hubs in ATL) or @AmericanAir to provide a live broadcast on all flights during the tournament for those who have to travel but want to watch on a designated channel? There are DOZENS of us.,Hello How exclusive partnership hubs ATL provide live broadcast flights tournament travel want watch designated channel There DOZENS us,2,20,0,0,46,1,0,0,0,8, Hello How exclusive partnership hubs ALT provide live broadcast flights tournament travel want watch designated channel There DOZENS us
If I haven’t made it clear how much I DETEST @AmericanAir http:// Lines.Now you know! Came w/ positive attitude to give them a fair shot. WELL I haven’t taken off and I am already in tears. RUDEST gate checkers. Stewardess is sweet. Let’s hope it turns around.,If I made clear much I DETEST http Lines Now know Came w positive attitude give fair shot WELL I taken I already tears RUDEST gate checkers Stewardess sweet Let hope turns around,3,28,1,4,42,1,0,0,0,13, If I made clear much I DETEST HTTP Lines Now know Came w positive attitude give fair shot WELL I taken I already tears RUDEST gate checkers Stewardess sweet Let hope turns around
Hey @AmericanAir do you think you could offer priority boarding for the shuttle bus from the Eagles Nest at LAX? pic.twitter.com/3veB4r2TOu,Hey think could offer priority boarding shuttle bus Eagles Nest LAX pic twitter com veB r TOu,1,18,0,0,21,1,0,0,0,3, Hey think could offer priority boarding shuttle bus Eagles Nest LAX pic twitter com vet r Tu
VIDEO: My sunrise Departure from @iflymia on @AmericanAir yesterday. 4X speed time-lapse. https:// youtu.be/LMyEC9Hp0iU,VIDEO My sunrise Departure yesterday X speed time lapse https youtu LMyEC Hp iU,1,15,0,0,14,1,0,0,0,7, VIDEO My sunrise Departure yesterday X speed time lapse HTTP youth Olmec Hp i
A quick peek inside the @BoeingAirplanes 787 simulator at the @AmericanAir Flight Training Center. pic.twitter.com/0KMMmFSrAf,A quick peek inside simulator Flight Training Center pic twitter com KMMmFSrAf,0,13,0,0,15,1,0,0,0,4, A quick peek inside simulator Flight Training Center pic twitter com 
"#Dallas #DFW to #Reykjavik #KEF #Iceland $400 round-trip, nonstop on @AmericanAir for travel in Aug/Sept/Oct. https:// bit.ly/2GGERoO #airfare #flights pic.twitter.com/BpqLeef3SC",Dallas DFW Reykjavik KEF Iceland round trip nonstop travel Aug Sept Oct https bit ly GGERoO airfare flights pic twitter com BpqLeef SC,3,24,0,0,20,1,0,0,7,14, Dallas FWD Reykjavik CHEF Iceland round trip nonstop travel Aug Sept Oct HTTP bit l Roger airfare flights pic twitter com Gleeful SC
#FF #Travel Crew @Melodyonly @AmericanAir @RickGriffin @TravelAnswerMan @PortholeCruise @taravrussell @MrScottEddy @sidlipsey @TedNguyen @MickyArison @RachelRoams @annbrine @VenessTravelMe1 @TravelPulse @jeannewmanglock @SocialMediaMo @StayAdventurous @CamDouglasMS,FF Travel Crew,1,21,0,0,21,1,0,0,2,20, FF Travel Crew
"Washington DC to San Jose, Costa Rica for only $288 roundtrip with @AmericanAir . http://www. secretflying.com/posts/washingt on-dc-san-jose-costa-rica-294-roundtrip/ … pic.twitter.com/jOofUPpmPh",Washington DC San Jose Costa Rica roundtrip http www secretflying com posts washingt dc san jose costa rica roundtrip pic twitter com jOofUPpmPh,1,24,0,0,19,1,0,0,0,9, Washington DC San Jose Coats Rice round trip HTTP WWW secret flying com posts washing dc San Jose coats Erica round trip pic twitter com 
"It is unconvincing, @AmericanAir , that the second leg of a flight is on time when the plane has yet to land and it's past departure time for the next leg.",It unconvincing second leg flight time plane yet land past departure time next leg,0,14,0,0,31,1,0,0,0,5, It unconvincing second leg flight time plane yet land past departure time next leg
"Thanks, @AmericanAir for stellar customer service. Mechanical delay, and you kindly rebooked me onto United to get me where I’m going on time.",Thanks stellar customer service Mechanical delay kindly rebooked onto United get I going time,0,14,0,2,21,1,0,0,0,6, Thanks stellar customer service Mechanical delay kindly rebuked onto United get I going time
Hey @AmericanAir @TSA just got off a flight and discovered this is how you guys returned my suitcase. Two broken zippers & a missing TSA lock pic.twitter.com/LIxVbLmTPd,Hey got flight discovered guys returned suitcase Two broken zippers missing TSA lock pic twitter com LIxVbLmTPd,1,19,1,0,26,1,0,0,0,5, Hey got flight discovered guys returned suitcase Two broken zippers missing TS lock pic twitter com 
Looks like a travel blogger meet up! I live nearby in Winter Park but headed to meet Pam tomorrow. I think I will miss you ladies but enjoy the awesome city of Denver! Get your pic with the #bluebear #visitdenver pic.twitter.com/VrDsk34hKt,Looks like travel blogger meet I live nearby Winter Park headed meet Pam tomorrow I think I miss ladies enjoy awesome city Denver Get pic bluebear visitdenver pic twitter com VrDsk hKt,0,29,1,3,37,1,0,0,2,6, Looks like travel blogger meet I live nearby Winter Park headed meet Pam tomorrow I think I miss ladies enjoy awesome city Denver Get pic blue bear derisiveness pic twitter com Redskin h Kt
Thanks Laura! Cheers!! Arrived Safe and definitely sound!! @DenverHyatt #travel #luxurytravel pic.twitter.com/gzp48Pefir,Thanks Laura Cheers Arrived Safe definitely sound travel luxurytravel pic twitter com gzp Pefir,0,15,0,1,11,1,0,0,2,7, Thanks Laura Cheers Arrived Safe definitely sound travel luxury travel pic twitter com gap Prefix
So apparently the @AmericanAir mechanics union is pulling stunts. That’s why I’m sitting here at SFO waiting for “paperwork” to be signed and why this happened on Sunday. pic.twitter.com/jjHds0MMk7,So apparently mechanics union pulling stunts That I sitting SFO waiting paperwork signed happened Sunday pic twitter com jjHds MMk,1,18,0,0,29,1,0,0,0,7, So apparently mechanics union pulling stunts That I sitting SF waiting paperwork signed happened Sunday pic twitter com jihads MM
"After having to unexpectedly cancel my dream trip to Jamaica, due to my mother’s unexpected death, @AmericanAir has been WONDERFUL in helping me get a credit back, so today I could re-book my trip for this summer.",After unexpectedly cancel dream trip Jamaica due mother unexpected death WONDERFUL helping get credit back today I could book trip summer,1,20,2,2,33,1,0,0,0,7, After unexpectedly cancel dream trip Jamaica due mother unexpected death WONDERFUL helping get credit back today I could book trip summer
You lost his bags @AmericanAir we are in another country @AmericanAir and we are AMERICAN!!!!!! Now that’s really rude to do that to your people. Your called American Airlines for crying out loud @AmericanAir https:// twitter.com/jfayson/status /982019075449769985 …,You lost bags another country AMERICAN Now really rude people Your called American Airlines crying loud https twitter com jfayson status,1,21,3,0,35,1,0,0,0,10, You lost bags another country AMERICAN Now really rude people Your called American Airlines crying loud HTTP twitter com Jayson status
Man @AmericanAir my brother need some clothes. https:// twitter.com/jfayson/status /982018724352929792 …,Man brother need clothes https twitter com jfayson status,0,10,0,0,11,1,0,0,0,6, Man brother need clothes HTTP twitter com Jayson status
Man @AmericanAir that’s crazy https:// twitter.com/jfayson/status /982017866429026304 …,Man crazy https twitter com jfayson status,0,8,1,0,7,1,0,0,0,6, Man crazy HTTP twitter com Jayson status
Proud to treat these heroes with ultimate respect on @AmericanAir #AAHeroes . Well done #AATeam . https:// twitter.com/toddpiro/statu s/981987699103027200 …,Proud treat heroes ultimate respect AAHeroes Well done AATeam https twitter com toddpiro statu,0,15,0,3,17,1,0,0,2,9, Proud treat heroes ultimate respect Heroes Well done Teammate HTTP twitter com toddler stat
"Dc gridlock traffic made me miss my first flight by 2 minutes, but I want to give a HUGE shoutout to the @AmericanAir dca team who were helpful and awesome and made sure I’m going to make my destination tonight! Thanks Juan &Titanya! pic.twitter.com/m7BU9qmbNT",Dc gridlock traffic made miss first flight minutes I want give HUGE shoutout dca team helpful awesome made sure I going make destination tonight Thanks Juan Titanya pic twitter com BU qmbNT,2,31,1,2,41,1,0,0,0,6, Dc gridlock traffic made miss first flight minutes I want give HUGE shutout dc team helpful awesome made sure I going make destination tonight Thanks Juan Titania pic twitter com BU ambient
"Dearest @AmericanAir You continue to outdo yourself. After 3 delayed flights, it only took 30 min to take the shuttle from Gate 5 to the 52 gates at LAX. You truly make flying glamorous again!!! #TheGoodLife",Dearest You continue outdo After delayed flights took min take shuttle Gate gates LAX You truly make flying glamorous TheGoodLife,1,18,1,2,33,1,0,0,1,6, Dearest You continue outdo After delayed flights took min take shuttle Gate gates LAX You truly make flying glamorous Theodolite
Hey @SouthwestAir @united @AmericanAir @JetBlue @VirginAmerica who can help my band @TheColorWild meet our east coast fans this year?,Hey help band meet east coast fans year,0,14,0,1,18,1,0,0,0,7, Hey help band meet east coast fans year
#TBT to #think2018 when @davidwkenny and clients like @AmericanAir shared their cloud journey. See the #IBMCloud keynote replay here: http:// bit.ly/2q8UrSR pic.twitter.com/9tIaTag4qC,TBT think clients like shared cloud journey See IBMCloud keynote replay http bit ly q UrSR pic twitter com tIaTag qC,1,23,1,1,20,1,0,0,3,10, TB think clients like shared cloud journey See Becloud keynote replay HTTP bit l q USSR pic twitter com tatting QC
Hey @AmericanAir I'm trying to pay you for seats (which I shouldn't have to do) but your website isn't working so you're going to stick me in the middle seat of a regular row. For the sake of my career and the people sitting on either side of me let's change this.,Hey I trying pay seats I website working going stick middle seat regular row For sake career people sitting either side let change,0,21,0,0,52,1,0,0,0,10, Hey I trying pay seats I website working going stick middle seat regular row For sake career people sitting either side let change
Sunrise from seat 1A on @AmericanAir out of @TucsonAirport a view I have enjoyed many times...... #LoveThisLife pic.twitter.com/6EZQw1zamv,Sunrise seat A view I enjoyed many times LoveThisLife pic twitter com EZQw zamv,0,14,0,1,17,1,0,0,1,5, Sunrise seat A view I enjoyed many times Loveliness pic twitter com Warez Zamora
"Looks like @Delta needs to get on #Blockchain ASAP!! And allow customers to #PayWithLitecoin while they're at it. I'd try their services again, even after a situation like this. Or @AmericanAir might beat them to it #LitecoinFam #Crypto #Cryptocurrency @TheLTCnews pic.twitter.com/snrIIxpa1M",Looks like needs get Blockchain ASAP And allow customers PayWithLitecoin I try services even situation like Or might beat LitecoinFam Crypto Cryptocurrency pic twitter com snrIIxpa M,1,26,0,2,39,1,0,0,5,15, Looks like needs get Block chain ASAP And allow customers  I try services even situation like Or might beat Pentecostalism Crypt Concurrency pic twitter com  M
Enjoy wines from Austria & Germany at our upcoming @AmericanAir Wine Dinner with Yountville Wine Imports on 4.6! Only a few tickets remain: http:// bit.ly/AustriaGermany CWC … #austrianwine #germanwine #austria #germany #yountvilleimports #winepairing #winedinner #citywinery #chicago pic.twitter.com/mgn8jMlX3b,Enjoy wines Austria Germany upcoming Wine Dinner Yountville Wine Imports Only tickets remain http bit ly AustriaGermany CWC austrianwine germanwine austria germany yountvilleimports winepairing winedinner citywinery chicago pic twitter com mgn jMlX b,1,33,0,1,36,1,0,0,9,17, Enjoy wines Austria Germany upcoming Wine Dinner Huntsville Wine Imports Only tickets remain HTTP bit l Austria Germany CW Austronesian germane Austria Germany  wine pairing wine dinner city winery Chicago pic twitter com mg XML b
Sitting all the way up front on @americanair AA930 from GRU-MIA tonight! pic.twitter.com/MVTxsHlowT,Sitting way front AA GRU MIA tonight pic twitter com MVTxsHlowT,3,12,0,0,13,1,0,0,0,4, Sitting way front AA GREW MIA tonight pic twitter com 
Starting today @Americanair is upgrading the aircraft on AA2570 to @CLTairport from an A320 to 737-8 #avgeek pic.twitter.com/pnOrSvP91F,Starting today upgrading aircraft AA A avgeek pic twitter com pnOrSvP F,1,13,0,0,18,1,0,0,1,5, Starting today upgrading aircraft AA A av geek pic twitter com RSVP F
"I know it happens to others all the time, but first time I have ever seen it on @AmericanAir , pilot just came into the first class cabin predeparture to thank Executive Platinums. ^^^",I know happens others time first time I ever seen pilot came first class cabin predeparture thank Executive Platinums,0,18,0,1,33,1,0,0,0,5, I know happens others time first time I ever seen pilot came first class cabin departure thank Executive Platinum
Atlanta to Hawaii (& vice versa) for only $493 roundtrip with @AmericanAir . http://www. secretflying.com/posts/hot-atla nta-hawaii-485-roundtrip/ … pic.twitter.com/p1wUp5j4Ia,Atlanta Hawaii vice versa roundtrip http www secretflying com posts hot atla nta hawaii roundtrip pic twitter com p wUp j Ia,0,23,1,0,17,1,0,0,0,10, Atlanta Hawaii vice versa round trip HTTP WWW secret flying com posts hot atlas ta Hawaii round trip pic twitter com p w Up j Ia
It's time for working people to take a stand and demand big corporations like @ATT & @AmericanAir tell us what they are doing with the massive tax windfall (corporate welfare) they got from #GOPTaxScam https://www. usatoday.com/story/money/20 18/04/04/unions-companies-show-me-money-tax-cut/478845002/ …,It time working people take stand demand big corporations like tell us massive tax windfall corporate welfare got GOPTaxScam https www usatoday com story money unions companies show money tax cut,0,32,0,2,36,1,0,0,1,11, It time working people take stand demand big corporations like tell us massive tax windfall corporate welfare got  HTTP WWW Saturday com story money unions companies show money tax cut
Trump & Republicans in Congress promised we'd see raises & more jobs if they passed their #GOPTaxScam . We haven’t. Workers at companies like @ATT & @AmericanAir are fighting back at the bargaining table & demand to know where that money is going: https://www. usatoday.com/story/money/20 18/04/04/unions-companies-show-me-money-tax-cut/478845002/ …,Trump Republicans Congress promised see raises jobs passed GOPTaxScam We Workers companies like fighting back bargaining table demand know money going https www usatoday com story money unions companies show money tax cut,0,34,0,3,44,1,0,0,1,15, Trump Republicans Congress promised see raises jobs passed  We Workers companies like fighting back bargaining table demand know money going HTTP WWW Saturday com story money unions companies show money tax cut
An @AmericanAir @BoeingAirplanes 777 arriving @HeathrowAirport @swissspotter @ZRHworker @planesonthenet @Junipah pic.twitter.com/0RQjvtCnI2,An arriving pic twitter com RQjvtCnI,0,12,0,0,11,1,0,0,0,8, An arriving pic twitter com 
. @AmericanAir Appoints Walmart Executive As Its New VP of Team Member Services https:// buff.ly/2JfBxCu pic.twitter.com/zEJhzZlDIs,Appoints Walmart Executive As Its New VP Team Member Services https buff ly JfBxCu pic twitter com zEJhzZlDIs,1,17,0,0,16,1,0,0,0,5, Appoints Walmart Executive As Its New VP Team Member Services HTTP buff l  pic twitter com 
"As of today, @AmericanAir now considers flights between @LGAairport and @fly2ohare a part of AA Shuttle. Among other things, means free snacks and booze in Economy :-) #PaxEx https://www. aa.com/i18n/travel-in fo/experience/american-airlines-shuttle.jsp … pic.twitter.com/YGbiyeOZxj",As today considers flights part AA Shuttle Among things means free snacks booze Economy PaxEx https www aa com n travel fo experience american airlines shuttle jsp pic twitter com YGbiyeOZxj,1,34,0,1,32,1,0,0,1,13, As today considers flights part AA Shuttle Among things means free snacks booze Economy Poleaxe HTTP WWW AA com n travel few experience American airlines shuttle esp pic twitter com 
Honored to fly with Mr McCloughan today on his way to be honored at the Medal of Honor ceremony. And nice touch by @AmericanAir to have these on every seat. #AAHeroes pic.twitter.com/yvptsKhfLj,Honored fly Mr McCloughan today way honored Medal Honor ceremony And nice touch every seat AAHeroes pic twitter com yvptsKhfLj,0,20,0,4,28,1,0,0,1,5, Honored fly Mr McCullough today way honored Medal Honor ceremony And nice touch every seat Heroes pic twitter com 
"BREAKING: 6 million working people demand big corporations like @ATT & @AmericanAir disclose the corporate tax windfall they received from #GOPTaxScam . If they don’t, they may face an @NLRB complaint: https://www. usatoday.com/story/money/20 18/04/04/unions-companies-show-me-money-tax-cut/478845002/ … pic.twitter.com/zntvYOR5v8",BREAKING million working people demand big corporations like disclose corporate tax windfall received GOPTaxScam If may face complaint https www usatoday com story money unions companies show money tax cut pic twitter com zntvYOR v,1,37,0,2,34,1,0,0,1,14, BREAKING million working people demand big corporations like disclose corporate tax windfall received  If may face complaint HTTP WWW Saturday com story money unions companies show money tax cut pic twitter com  v
Shout out to #RadfordAlumni Frank Corley '83 and Bruce Taylor '81 for sharing this great photo! Both are @AmericanAir Pilots who realized their @Radfordu connection during a recent flight! #HighlanderPride pic.twitter.com/a8n6v2uAli,Shout RadfordAlumni Frank Corley Bruce Taylor sharing great photo Both Pilots realized connection recent flight HighlanderPride pic twitter com n v uAli,0,23,0,1,30,1,0,0,2,9, Shout Calumniator Frank Corey Bruce Taylor sharing great photo Both Pilots realized connection recent flight Highlander Pride pic twitter com n v Ali
"Great to have the @AmericanAir Shannon-Philadelphia service back for the Summer season. From @PHLAirport our passengers can also conveniently connect to Fort Lauderdale, Las Vegas, San Francisco & many more exciting destinations across the US. Book now at http://www. americanairlines.ie pic.twitter.com/VBtHwPuZAW",Great Shannon Philadelphia service back Summer season From passengers also conveniently connect Fort Lauderdale Las Vegas San Francisco many exciting destinations across US Book http www americanairlines ie pic twitter com VBtHwPuZAW,1,33,0,3,38,1,0,0,0,11, Great Shannon Philadelphia service back Summer season From passengers also conveniently connect Fort Lauder dale Las Vegas San Francisco many exciting destinations across US Book HTTP WWW Americanizations IE pic twitter com 
Reading the below as I sit in a @AmericanAir lounge and glance at a room where every person is on phone or laptop: HMP & Priorities USA Action Announce $12 Million Digital Partnership,Reading I sit lounge glance room every person phone laptop HMP Priorities USA Action Announce Million Digital Partnership,2,18,0,0,33,1,0,0,0,4, Reading I sit lounge glance room every person phone laptop HP Priorities USA Action Announce Million Digital Partnership
Good morning @AmericanAir it is always nice to see our legacy #livery at the gates at @Reagan_Airport Today it is our @Boeing 737-800 dressed in the colors of #TWA . #avgeek #avgeeks pic.twitter.com/gzNrLk0BBE,Good morning always nice see legacy livery gates Today dressed colors TWA avgeek avgeeks pic twitter com gzNrLk BBE,2,23,0,2,31,1,0,0,4,10, Good morning always nice see legacy livery gates Today dressed colors TWA av geek av geeks pic twitter com  EBB
"Love uuu, Sis.",Love uuu Sis,0,3,0,1,2,1,0,0,0,2, Love usu Sis
"Hey @AmericanAir . Thanks for the unforgettable day today. From missing my connecting flights, not helpful staff, to making sure my luggage wasn’t on my last flight, you guys had all your bases covered.",Hey Thanks unforgettable day today From missing connecting flights helpful staff making sure luggage last flight guys bases covered,0,19,0,2,32,1,0,0,0,8, Hey Thanks unforgettable day today From missing connecting flights helpful staff making sure luggage last flight guys bases covered
Nonstop to the nation's capital! @AmericanAir now offers nonstop service from #LittleRock to #DCA - @Reagan_Airport #CherryBlossoms pic.twitter.com/7shjkDVU9h,Nonstop nation capital offers nonstop service LittleRock DCA CherryBlossoms pic twitter com shjkDVU h,1,17,0,0,18,1,0,0,3,9, Nonstop nation capital offers nonstop service Little Rock DC Cherry Blossoms pic twitter com  h
Fuck @AmericanAir ! I’ve been sitting on this plane for about 2 hours and this shit still ain’t takeoff! Plus I’m sitting next to this lady with a long ass wiener dog on her lap. I’m need some free flights after this nonsense. This is absurd.. periodically!,Fuck I sitting plane hours shit still takeoff Plus I sitting next lady long ass wiener dog lap I need free flights nonsense This absurd periodically,0,23,2,1,44,1,0,0,0,11, Fuck I sitting plane hours shit still takeoff Plus I sitting next lady long ass wiener dog lap I need free flights nonsense This absurd periodically
MARK YOUR CALENDARS! @AmericanAir is hosting another Network Planning & Revenue Management Workshop on Wednesday April 11th in Knowlton 195! @OSUengineering @FisherCareerMgt @ASCcareer pic.twitter.com/HSlO124nLu,MARK YOUR CALENDARS hosting another Network Planning Revenue Management Workshop Wednesday April th Knowlton pic twitter com HSlO nLu,3,22,0,0,24,1,0,0,0,8, MARK YOUR CALENDARS hosting another Network Planning Revenue Management Workshop Wednesday April ht Knowles pic twitter com Hols nu
Miami to Turks & Caicos for only $58 one-way (or $193 roundtrip) with @AmericanAir . http://www. secretflying.com/posts/miami-pr ovidenciales-turks-caicos-182-roundtrip/ … pic.twitter.com/SmYODjHA6v,Miami Turks Caicos one way roundtrip http www secretflying com posts miami pr ovidenciales turks caicos roundtrip pic twitter com SmYODjHA v,0,23,0,0,20,1,0,0,0,13, Miami Turks Calicoes one way round trip HTTP WWW secret flying com posts Miami pr Providences Turks calicoes round trip pic twitter com Smyrna v
"Hey #Philly , Get ready for views like these again. @AmericanAir 's PHL-BDA is back! : @swimminglisa pic.twitter.com/Np5CWOU7Zg",Hey Philly Get ready views like PHL BDA back pic twitter com Np CWOU Zg,3,17,0,2,16,1,0,0,1,10, Hey Philly Get ready views like FL BAD back pic twitter com Np CHOU Z
An @AmericanAir A330 departing @HeathrowAirport escorted by the local wildlife @swissspotter @ZRHworker @planesonthenet @Essiejosie pic.twitter.com/3Ri373hKxr,An A departing escorted local wildlife pic twitter com Ri hKxr,0,15,0,0,15,1,0,0,0,7, An A departing escorted local wildlife pic twitter com RI hark
..... @AmericanAir you guys hands down have the WORST customer service in the game.,guys hands WORST customer service game,1,7,1,0,13,1,0,0,0,3, guys hands WORST customer service game
"When Hurricane Irma impacted travelers, @AmericanAir quickly responded to their needs, thanks to a new dynamic rebooking tool created with the help of #IBMCloud : http:// bit.ly/2GvDvx9 pic.twitter.com/W5SpNXJ5uQ",When Hurricane Irma impacted travelers quickly responded needs thanks new dynamic rebooking tool created help IBMCloud http bit ly GvDvx pic twitter com W SpNXJ uQ,0,26,0,1,27,1,0,0,1,8, When Hurricane Irma impacted travelers quickly responded needs thanks new dynamic rebuking tool created help Becloud HTTP bit l  pic twitter com W Spinx u
it's uncanny pic.twitter.com/9ZPXChbmzf,uncanny pic twitter com ZPXChbmzf,0,5,0,0,3,0,0,0,0,2, uncanny pic twitter com 
Close enough? pic.twitter.com/lxlyI1Pj1S,Close enough pic twitter com lxlyI Pj S,0,7,0,0,3,1,0,0,0,2, Close enough pic twitter com lying P S
